,DV_DEVICE_NUMBER,Device Status,DV_DEVICE_STATUS_DESCRIPTION,Device Type,DV_TRAVEL_DISTANCE (in feet),DV_SPEED_FPS,DV_CAPACITY_LBS,DV_FLOOR_FROM,DV_FLOOR_TO,DV_COVERED,,,
1925,1P18832,A,ACTIVE,Passenger Elevator (P),60,5.833333333,4000,-1,7,8,,,
1926,1P1890,A,ACTIVE,Passenger Elevator (P),60,5.833333333,2250,-1,7,8,,,
1927,1P1893,A,ACTIVE,Passenger Elevator (P),60,5.833333333,2000,-1,7,8,,,
1928,1P19649,A,ACTIVE,Passenger Elevator (P),60,5.833333333,5000,-1,7,8,,,
1929,1P19880,A,ACTIVE,Passenger Elevator (P),60,5.833333333,3500,-1,7,8,,,
1930,1P19947,A,ACTIVE,Passenger Elevator (P),60,5.833333333,3000,-1,7,8,,,
1931,1P19997,A,ACTIVE,Passenger Elevator (P),60,5.833333333,2500,-1,7,8,,,
1932,1P20392,A,ACTIVE,Passenger Elevator (P),60,5.833333333,2500,-1,7,8,,,
1933,1P21390,A,ACTIVE,Passenger Elevator (P),60,5.833333333,4000,-1,7,8,,,
1934,1P2204,A,ACTIVE,Passenger Elevator (P),60,5.833333333,1500,-1,7,8,,,
1935,1P24486,A,ACTIVE,Passenger Elevator (P),60,5.833333333,2000,-1,7,8,,,
1936,1P24722,A,ACTIVE,Passenger Elevator (P),60,5.833333333,2650,-1,7,8,,,
1937,1P25042,A,ACTIVE,Passenger Elevator (P),60,5.833333333,2000,-1,7,8,,,
1938,1P10208,A,ACTIVE,Passenger Elevator (P),60,6.666666667,1500,-1,7,8,,,
1939,1P14054,A,ACTIVE,Passenger Elevator (P),60,6.666666667,1500,-1,7,8,,,
1940,1P1443,A,ACTIVE,Passenger Elevator (P),60,6.666666667,2000,-1,7,8,,,
1941,1P16806,A,ACTIVE,Passenger Elevator (P),60,6.666666667,2500,-1,7,8,,,
1942,1P17913,A,ACTIVE,Passenger Elevator (P),60,6.666666667,1500,-1,7,8,,,
1943,1P19647,A,ACTIVE,Passenger Elevator (P),60,6.666666667,5000,-1,7,8,,,
1944,1P20393,A,ACTIVE,Passenger Elevator (P),60,6.666666667,2000,-1,7,8,,,
1945,1P21059,A,ACTIVE,Passenger Elevator (P),60,6.666666667,750,-1,7,8,,,
1946,1P21385,A,ACTIVE,Passenger Elevator (P),60,6.666666667,2000,-1,7,8,,,
1947,1P25753,A,ACTIVE,Passenger Elevator (P),60,6.666666667,2000,-1,7,8,,,
1948,1P14217,A,ACTIVE,Passenger Elevator (P),60,7.5,1000,-1,7,8,,,
1949,1P19741,A,ACTIVE,Passenger Elevator (P),60,7.5,3000,-1,7,8,,,
1950,1P12573,A,ACTIVE,Passenger Elevator (P),60,8.333333333,1500,-1,7,8,,,
1951,1P13491,A,ACTIVE,Passenger Elevator (P),60,8.333333333,2250,-1,7,8,,,
1952,1P14035,A,ACTIVE,Passenger Elevator (P),60,8.333333333,2500,-1,7,8,,,
1953,1P14036,A,ACTIVE,Passenger Elevator (P),60,8.333333333,2000,-1,7,8,,,
1954,1P14175,A,ACTIVE,Passenger Elevator (P),60,8.333333333,1500,-1,7,8,,,
1955,1P1689,A,ACTIVE,Passenger Elevator (P),60,8.333333333,2000,-1,7,8,,,
1956,1P1863,A,ACTIVE,Passenger Elevator (P),60,8.333333333,2500,-1,7,8,,,
1957,1P19183,A,ACTIVE,Passenger Elevator (P),60,8.333333333,2500,-1,7,8,,,
1958,1P19530,A,ACTIVE,Passenger Elevator (P),60,8.333333333,2500,-1,7,8,,,
1959,1P19655,A,ACTIVE,Passenger Elevator (P),60,8.333333333,2500,-1,7,8,,,
1960,1P20274,A,ACTIVE,Passenger Elevator (P),60,8.333333333,1300,-1,7,8,,,
1961,1P20385,A,ACTIVE,Passenger Elevator (P),60,8.333333333,1800,-1,7,8,,,
1962,1P2039,A,ACTIVE,Passenger Elevator (P),60,8.333333333,3000,-1,7,8,,,
1963,1P2051,A,ACTIVE,Passenger Elevator (P),60,8.333333333,1800,-1,7,8,,,
1964,1P20898,A,ACTIVE,Passenger Elevator (P),60,8.333333333,4000,-1,7,8,,,
1965,1P2126,A,ACTIVE,Passenger Elevator (P),60,8.333333333,3500,-1,7,8,,,
1966,1P21464,A,ACTIVE,Passenger Elevator (P),60,8.333333333,1000,-1,7,8,,,
1967,1P2150,A,ACTIVE,Passenger Elevator (P),60,8.333333333,2000,-1,7,8,,,
1968,1P21610,A,ACTIVE,Passenger Elevator (P),60,8.333333333,2000,-1,7,8,,,
1969,1P24674,A,ACTIVE,Passenger Elevator (P),60,8.333333333,2800,-1,7,8,,,
1970,1P14081,A,ACTIVE,Passenger Elevator (P),60,10,1000,-1,7,8,,,
1971,1P14958,A,ACTIVE,Passenger Elevator (P),60,10,1500,-1,7,8,,,
1972,1P20843,A,ACTIVE,Passenger Elevator (P),60,10,1800,-1,7,8,,,
1973,1P1562,A,ACTIVE,Passenger Elevator (P),60,11.66666667,6000,-1,7,8,,,
1974,1P1584,A,ACTIVE,Passenger Elevator (P),60,11.66666667,3000,-1,7,8,,,
1975,1P15868,A,ACTIVE,Passenger Elevator (P),60,11.66666667,5500,-1,7,8,,,
1976,1P15938,A,ACTIVE,Passenger Elevator (P),60,11.66666667,3000,-1,7,8,,,
1977,1P16161,A,ACTIVE,Passenger Elevator (P),60,11.66666667,4000,-1,7,8,,,
1978,1P19424,A,ACTIVE,Passenger Elevator (P),60,11.66666667,1000,-1,7,8,,,
1979,1P20195,A,ACTIVE,Passenger Elevator (P),60,11.66666667,3500,-1,7,8,,,
1980,1P20235,A,ACTIVE,Passenger Elevator (P),60,11.66666667,1200,-1,7,8,,,
1981,1P20590,A,ACTIVE,Passenger Elevator (P),60,11.66666667,1800,-1,7,8,,,
1982,1P20628,A,ACTIVE,Passenger Elevator (P),60,11.66666667,2500,-1,7,8,,,
1983,1P20800,A,ACTIVE,Passenger Elevator (P),60,11.66666667,2000,-1,7,8,,,
1984,1P2096,A,ACTIVE,Passenger Elevator (P),60,11.66666667,2000,-1,7,8,,,
1985,1P2122,A,ACTIVE,Passenger Elevator (P),60,11.66666667,2200,-1,7,8,,,
1986,1P21609,A,ACTIVE,Passenger Elevator (P),60,11.66666667,2000,-1,7,8,,,
1987,1P2197,A,ACTIVE,Passenger Elevator (P),60,11.66666667,4000,-1,7,8,,,
1988,1P22776,A,ACTIVE,Passenger Elevator (P),60,11.66666667,2500,-1,7,8,,,
1989,1P23137,A,ACTIVE,Passenger Elevator (P),60,11.66666667,2000,-1,7,8,,,
1990,1P23138,A,ACTIVE,Passenger Elevator (P),60,11.66666667,4000,-1,7,8,,,
1991,1P24063,A,ACTIVE,Passenger Elevator (P),60,11.66666667,2000,-1,7,8,,,
1992,1P1484,A,ACTIVE,Passenger Elevator (P),60,13.33333333,1500,-1,7,8,,,
1993,1P15476,A,ACTIVE,Passenger Elevator (P),60,13.33333333,3500,-1,7,8,,,
1994,1P15477,A,ACTIVE,Passenger Elevator (P),60,13.33333333,3500,-1,7,8,,,
1995,1P21193,A,ACTIVE,Passenger Elevator (P),60,13.33333333,1050,-1,7,8,,,
1996,1P22240,A,ACTIVE,Passenger Elevator (P),60,13.33333333,1500,-1,7,8,,,
1997,1P10126,A,ACTIVE,Passenger Elevator (P),60,15,1500,-1,7,8,,,
1998,1P2266,A,ACTIVE,Passenger Elevator (P),60,16.66666667,2500,-1,7,8,,,
1999,1P23139,A,ACTIVE,Passenger Elevator (P),60,20,4000,-1,7,8,,,
2000,1P2544,A,ACTIVE,Passenger Elevator (P),60,20,2000,-1,7,8,,,
2001,1P16422,A,ACTIVE,Passenger Elevator (P),60,23.33333333,2500,-1,7,8,,,
2002,1P16673,A,ACTIVE,Passenger Elevator (P),60,0.5,2000,-1,8,9,,,
2003,1P10955,A,ACTIVE,Passenger Elevator (P),60,0.666666667,1800,-1,8,9,,,
2004,1P12023,A,ACTIVE,Passenger Elevator (P),60,1,2500,-1,8,9,,,
2005,1P10598,A,ACTIVE,Passenger Elevator (P),60,1.666666667,1500,-1,8,9,,,
2006,1P10991,A,ACTIVE,Passenger Elevator (P),60,1.666666667,2750,-1,8,9,,,
2007,1P10992,A,ACTIVE,Passenger Elevator (P),60,1.666666667,2750,-1,8,9,,,
2008,1P10993,A,ACTIVE,Passenger Elevator (P),60,1.666666667,2400,-1,8,9,,,
2009,1P10994,A,ACTIVE,Passenger Elevator (P),60,1.666666667,2750,-1,8,9,,,
2010,1P12000,A,ACTIVE,Passenger Elevator (P),60,1.666666667,2000,-1,8,9,,,
2011,1P16511,A,ACTIVE,Passenger Elevator (P),60,1.666666667,2500,-1,8,9,,,
2012,1P1698,A,ACTIVE,Passenger Elevator (P),60,1.666666667,2500,-1,8,9,,,
2013,1P17735,A,ACTIVE,Passenger Elevator (P),60,1.666666667,2500,-1,8,9,,,
2014,1P1832,A,ACTIVE,Passenger Elevator (P),60,1.666666667,3000,-1,8,9,,,
2015,1P20839,A,ACTIVE,Passenger Elevator (P),60,1.666666667,1800,-1,8,9,,,
2016,1P2309,A,ACTIVE,Passenger Elevator (P),60,1.666666667,2000,-1,8,9,,,
2017,1P25049,A,ACTIVE,Passenger Elevator (P),60,1.666666667,3500,-1,8,9,,,
2018,1P10239,A,ACTIVE,Passenger Elevator (P),60,2.083333333,1800,-1,8,9,,,
2019,1P17252,A,ACTIVE,Passenger Elevator (P),60,2.083333333,1000,-1,8,9,,,
2020,1P10243,A,ACTIVE,Passenger Elevator (P),60,2.5,2000,-1,8,9,,,
2021,1P10667,A,ACTIVE,Passenger Elevator (P),60,2.5,4000,-1,8,9,,,
2022,1P10751,A,ACTIVE,Passenger Elevator (P),60,2.5,3600,-1,8,9,,,
2023,1P10753,A,ACTIVE,Passenger Elevator (P),60,2.5,3600,-1,8,9,,,
2024,1P1298,A,ACTIVE,Passenger Elevator (P),60,2.5,2200,-1,8,9,,,
2025,1P18752,A,ACTIVE,Passenger Elevator (P),60,2.5,2000,-1,8,9,,,
2026,1P2326,A,ACTIVE,Passenger Elevator (P),60,2.5,2500,-1,8,9,,,
2027,1P11201,A,ACTIVE,Passenger Elevator (P),60,3.333333333,1500,-1,8,9,,,
2028,1P13085,A,ACTIVE,Passenger Elevator (P),60,3.333333333,3000,-1,8,9,,,
2029,1P13086,A,ACTIVE,Passenger Elevator (P),60,3.333333333,3000,-1,8,9,,,
2030,1P17380,A,ACTIVE,Passenger Elevator (P),60,3.333333333,2000,-1,8,9,,,
2031,1P18796,A,ACTIVE,Passenger Elevator (P),60,3.333333333,2500,-1,8,9,,,
2032,1P2016,A,ACTIVE,Passenger Elevator (P),60,3.333333333,2000,-1,8,9,,,
2033,1P24315,A,ACTIVE,Passenger Elevator (P),60,3.333333333,2000,-1,8,9,,,
2034,1P25102,A,ACTIVE,Passenger Elevator (P),60,3.333333333,3500,-1,8,9,,,
2035,1P25398,A,ACTIVE,Passenger Elevator (P),60,3.333333333,2000,-1,8,9,,,
2036,1P25399,A,ACTIVE,Passenger Elevator (P),60,3.333333333,2000,-1,8,9,,,
2037,1P12145,A,ACTIVE,Passenger Elevator (P),60,4.166666667,2000,-1,8,9,,,
2038,1P12397,A,ACTIVE,Passenger Elevator (P),60,4.166666667,2000,-1,8,9,,,
2039,1P13000,A,ACTIVE,Passenger Elevator (P),60,4.166666667,2500,-1,8,9,,,
2040,1P13001,A,ACTIVE,Passenger Elevator (P),60,4.166666667,2500,-1,8,9,,,
2041,1P13767,A,ACTIVE,Passenger Elevator (P),60,4.166666667,2500,-1,8,9,,,
2042,1P17424,A,ACTIVE,Passenger Elevator (P),60,4.166666667,2000,-1,8,9,,,
2043,1P18799,A,ACTIVE,Passenger Elevator (P),60,4.166666667,3000,-1,8,9,,,
2044,1P25427,A,ACTIVE,Passenger Elevator (P),60,4.166666667,6000,-1,8,9,,,
2045,1P18435,A,ACTIVE,Passenger Elevator (P),60,5,2500,-1,8,9,,,
2046,1P1877,A,ACTIVE,Passenger Elevator (P),60,5,2000,-1,8,9,,,
2047,1P18795,A,ACTIVE,Passenger Elevator (P),60,5,2500,-1,8,9,,,
2048,1P2012,A,ACTIVE,Passenger Elevator (P),60,5,4000,-1,8,9,,,
2049,1P1296,A,ACTIVE,Passenger Elevator (P),60,5.833333333,2200,-1,8,9,,,
2050,1P13954,A,ACTIVE,Passenger Elevator (P),60,5.833333333,2000,-1,8,9,,,
2051,1P14515,A,ACTIVE,Passenger Elevator (P),60,5.833333333,2500,-1,8,9,,,
2052,1P14516,A,ACTIVE,Passenger Elevator (P),60,5.833333333,2500,-1,8,9,,,
2053,1P1524,A,ACTIVE,Passenger Elevator (P),60,5.833333333,1500,-1,8,9,,,
2054,1P16709,A,ACTIVE,Passenger Elevator (P),60,5.833333333,2000,-1,8,9,,,
2055,1P1712,A,ACTIVE,Passenger Elevator (P),60,5.833333333,1500,-1,8,9,,,
2056,1P17379,A,ACTIVE,Passenger Elevator (P),60,5.833333333,,-1,8,9,,,
2057,1P1801,A,ACTIVE,Passenger Elevator (P),60,5.833333333,2000,-1,8,9,,,
2058,1P1823,A,ACTIVE,Passenger Elevator (P),60,5.833333333,3000,-1,8,9,,,
2059,1P18797,A,ACTIVE,Passenger Elevator (P),60,5.833333333,2500,-1,8,9,,,
2060,1P18798,A,ACTIVE,Passenger Elevator (P),60,5.833333333,2500,-1,8,9,,,
2061,1P19650,A,ACTIVE,Passenger Elevator (P),60,5.833333333,5000,-1,8,9,,,
2062,1P19651,A,ACTIVE,Passenger Elevator (P),60,5.833333333,2000,-1,8,9,,,
2063,1P19653,A,ACTIVE,Passenger Elevator (P),60,5.833333333,4000,-1,8,9,,,
2064,1P20618,A,ACTIVE,Passenger Elevator (P),61,5.833333333,1800,-1,8,9,,,
2065,1P22042,A,ACTIVE,Passenger Elevator (P),61,5.833333333,3500,-1,8,9,,,
2066,1P1415,A,ACTIVE,Passenger Elevator (P),61,6.666666667,2500,-1,8,9,,,
2067,1P15626,A,ACTIVE,Passenger Elevator (P),61,6.666666667,2500,-1,8,9,,,
2068,1P17425,A,ACTIVE,Passenger Elevator (P),61,6.666666667,2000,-1,8,9,,,
2069,1P19474,A,ACTIVE,Passenger Elevator (P),61,6.666666667,2500,-1,8,9,,,
2070,1P2047,A,ACTIVE,Passenger Elevator (P),61,6.666666667,5000,-1,8,9,,,
2071,1P1333,A,ACTIVE,Passenger Elevator (P),61,7.5,2000,-1,8,9,,,
2072,1P1913,A,ACTIVE,Passenger Elevator (P),61,7.5,2500,-1,8,9,,,
2073,1P19475,A,ACTIVE,Passenger Elevator (P),61,7.5,2500,-1,8,9,,,
2074,1P1297,A,ACTIVE,Passenger Elevator (P),61,8.333333333,2200,-1,8,9,,,
2075,1P1410,A,ACTIVE,Passenger Elevator (P),61,8.333333333,2000,-1,8,9,,,
2076,1P1827,A,ACTIVE,Passenger Elevator (P),61,8.333333333,2500,-1,8,9,,,
2077,1P1914,A,ACTIVE,Passenger Elevator (P),61,8.333333333,2000,-1,8,9,,,
2078,1P1918,A,ACTIVE,Passenger Elevator (P),61,8.333333333,3000,-1,8,9,,,
2079,1P19795,A,ACTIVE,Passenger Elevator (P),61,8.333333333,2500,-1,8,9,,,
2080,1P19796,A,ACTIVE,Passenger Elevator (P),61,8.333333333,2500,-1,8,9,,,
2081,1P19797,A,ACTIVE,Passenger Elevator (P),61,8.333333333,2500,-1,8,9,,,
2082,1P20619,A,ACTIVE,Passenger Elevator (P),61,8.333333333,1800,-1,8,9,,,
2083,1P18325,A,ACTIVE,Passenger Elevator (P),61,10,2000,-1,8,9,,,
2084,1P20638,A,ACTIVE,Passenger Elevator (P),61,10,1800,-1,8,9,,,
2085,1P13049,A,ACTIVE,Passenger Elevator (P),61,11.66666667,1500,-1,8,9,,,
2086,1P13882,A,ACTIVE,Passenger Elevator (P),61,11.66666667,1800,-1,8,9,,,
2087,1P15723,A,ACTIVE,Passenger Elevator (P),61,11.66666667,2000,-1,8,9,,,
2088,1P16250,A,ACTIVE,Passenger Elevator (P),61,11.66666667,3500,-1,8,9,,,
2089,1P1869,A,ACTIVE,Passenger Elevator (P),61,11.66666667,1000,-1,8,9,,,
2090,1P20055,A,ACTIVE,Passenger Elevator (P),61,11.66666667,1800,-1,8,9,,,
2091,1P20193,A,ACTIVE,Passenger Elevator (P),61,11.66666667,3400,-1,8,9,,,
2092,1P20194,A,ACTIVE,Passenger Elevator (P),61,11.66666667,4700,-1,8,9,,,
2093,1P20196,A,ACTIVE,Passenger Elevator (P),61,11.66666667,3400,-1,8,9,,,
2094,1P2037,A,ACTIVE,Passenger Elevator (P),61,11.66666667,2500,-1,8,9,,,
2095,1P20621,A,ACTIVE,Passenger Elevator (P),61,11.66666667,1800,-1,8,9,,,
2096,1P20622,A,ACTIVE,Passenger Elevator (P),61,11.66666667,1800,-1,8,9,,,
2097,1P20627,A,ACTIVE,Passenger Elevator (P),61,11.66666667,2500,-1,8,9,,,
2098,1P20645,A,ACTIVE,Passenger Elevator (P),61,11.66666667,7000,-1,8,9,,,
2099,1P2154,A,ACTIVE,Passenger Elevator (P),61,11.66666667,3000,-1,8,9,,,
2100,1P22041,A,ACTIVE,Passenger Elevator (P),61,11.66666667,3500,-1,8,9,,,
2101,1P22938,A,ACTIVE,Passenger Elevator (P),61,11.66666667,3500,-1,8,9,,,
2102,1P22939,A,ACTIVE,Passenger Elevator (P),61,11.66666667,3500,-1,8,9,,,
2103,1P16415,A,ACTIVE,Passenger Elevator (P),61,13.33333333,2500,-1,8,9,,,
2104,1P2153,A,ACTIVE,Passenger Elevator (P),61,13.33333333,3000,-1,8,9,,,
2105,1P16403,A,ACTIVE,Passenger Elevator (P),61,16.66666667,2000,-1,8,9,,,
2106,1P2308,A,ACTIVE,Passenger Elevator (P),61,16.66666667,2000,-1,8,9,,,
2107,1P16406,A,ACTIVE,Passenger Elevator (P),61,20,2000,-1,8,9,,,
2108,1P25439,A,ACTIVE,Passenger Elevator (P),61,20,2000,-1,8,9,,,
2109,1P16402,A,ACTIVE,Passenger Elevator (P),61,23.33333333,2000,-1,8,9,,,
2110,1P10564,A,ACTIVE,Passenger Elevator (P),61,0.066666667,1500,-1,9,10,,,
2111,1P25224,A,ACTIVE,Passenger Elevator (P),61,0.5,4000,-1,9,10,,,
2112,1P19567,A,ACTIVE,Passenger Elevator (P),61,0.6,3500,-1,9,10,,,
2113,1P2233,A,ACTIVE,Passenger Elevator (P),61,0.6,2000,-1,9,10,,,
2114,1P1030,A,ACTIVE,Passenger Elevator (P),61,0.833333333,3000,-1,9,10,,,
2115,1P25223,A,ACTIVE,Passenger Elevator (P),61,1.333333333,4000,-1,9,10,,,
2116,1P10065,A,ACTIVE,Passenger Elevator (P),61,1.666666667,2500,-1,9,10,,,
2117,1P10560,A,ACTIVE,Passenger Elevator (P),62,1.666666667,2000,-1,9,10,,,
2118,1P10794,A,ACTIVE,Passenger Elevator (P),62,1.666666667,2100,-1,9,10,,,
2119,1P10872,A,ACTIVE,Passenger Elevator (P),62,1.666666667,1800,-1,9,10,,,
2120,1P11061,A,ACTIVE,Passenger Elevator (P),62,1.666666667,2200,-1,9,10,,,
2121,1P11709,A,ACTIVE,Passenger Elevator (P),62,1.666666667,1800,-1,9,10,,,
2122,1P12139,A,ACTIVE,Passenger Elevator (P),62,1.666666667,2000,-1,9,10,,,
2123,1P12153,A,ACTIVE,Passenger Elevator (P),62,1.666666667,2000,-1,9,10,,,
2124,1P12316,A,ACTIVE,Passenger Elevator (P),62,1.666666667,2500,-1,9,10,,,
2125,1P12604,A,ACTIVE,Passenger Elevator (P),62,1.666666667,1500,-1,9,10,,,
2126,1P16532,A,ACTIVE,Passenger Elevator (P),62,1.666666667,3000,-1,9,10,,,
2127,1P1986,A,ACTIVE,Passenger Elevator (P),62,1.666666667,2000,-1,9,10,,,
2128,1P2408,A,ACTIVE,Passenger Elevator (P),62,1.666666667,5000,-1,9,10,,,
2129,1P24693,A,ACTIVE,Passenger Elevator (P),62,1.666666667,2000,-1,9,10,,,
2130,1P24694,A,ACTIVE,Passenger Elevator (P),62,1.666666667,2000,-1,9,10,,,
2131,1P25221,A,ACTIVE,Passenger Elevator (P),62,1.666666667,4000,-1,9,10,,,
2132,1P25222,A,ACTIVE,Passenger Elevator (P),62,1.666666667,4000,-1,9,10,,,
2133,1P10064,A,ACTIVE,Passenger Elevator (P),62,2.083333333,2500,-1,9,10,,,
2134,1P10254,A,ACTIVE,Passenger Elevator (P),62,2.083333333,1800,-1,9,10,,,
2135,1P10857,A,ACTIVE,Passenger Elevator (P),62,2.083333333,1800,-1,9,10,,,
2136,1P24312,A,ACTIVE,Passenger Elevator (P),62,2.166666667,3500,-1,9,10,,,
2137,1P10854,A,ACTIVE,Passenger Elevator (P),62,2.5,2250,-1,9,10,,,
2138,1P12348,A,ACTIVE,Passenger Elevator (P),62,2.5,2000,-1,9,10,,,
2139,1P12420,A,ACTIVE,Passenger Elevator (P),62,2.5,1800,-1,9,10,,,
2140,1P12767,A,ACTIVE,Passenger Elevator (P),62,2.5,2000,-1,9,10,,,
2141,1P12974,A,ACTIVE,Passenger Elevator (P),62,2.5,2000,-1,9,10,,,
2142,1P19982,A,ACTIVE,Passenger Elevator (P),62,2.5,9000,-1,9,10,,,
2143,1P22856,A,ACTIVE,Passenger Elevator (P),62,2.5,6000,-1,9,10,,,
2144,1P2299,A,ACTIVE,Passenger Elevator (P),62,2.5,5500,-1,9,10,,,
2145,1P10852,A,ACTIVE,Passenger Elevator (P),62,3.333333333,2000,-1,9,10,,,
2146,1P10858,A,ACTIVE,Passenger Elevator (P),62,3.333333333,1800,-1,9,10,,,
2147,1P11115,A,ACTIVE,Passenger Elevator (P),62,3.333333333,3000,-1,9,10,,,
2148,1P12180,A,ACTIVE,Passenger Elevator (P),62,3.333333333,2200,-1,9,10,,,
2149,1P12394,A,ACTIVE,Passenger Elevator (P),62,3.333333333,2000,-1,9,10,,,
2150,1P12667,A,ACTIVE,Passenger Elevator (P),62,3.333333333,2000,-1,9,10,,,
2151,1P12764,A,ACTIVE,Passenger Elevator (P),62,3.333333333,2000,-1,9,10,,,
2152,1P12849,A,ACTIVE,Passenger Elevator (P),62,3.333333333,2000,-1,9,10,,,
2153,1P13854,A,ACTIVE,Passenger Elevator (P),62,3.333333333,2250,-1,9,10,,,
2154,1P2234,A,ACTIVE,Passenger Elevator (P),62,3.333333333,2000,-1,9,10,,,
2155,1P24727,A,ACTIVE,Passenger Elevator (P),62,3.333333333,2000,-1,9,10,,,
2156,1P24728,A,ACTIVE,Passenger Elevator (P),62,3.333333333,2000,-1,9,10,,,
2157,1P2508,A,ACTIVE,Passenger Elevator (P),63,3.333333333,8000,-1,9,10,,,
2158,1P25656,A,ACTIVE,Passenger Elevator (P),63,3.333333333,2000,-1,9,10,,,
2159,1P12927,A,ACTIVE,Passenger Elevator (P),63,4.166666667,1500,-1,9,10,,,
2160,1P12930,A,ACTIVE,Passenger Elevator (P),63,4.166666667,2000,-1,9,10,,,
2161,1P12931,A,ACTIVE,Passenger Elevator (P),63,4.166666667,1950,-1,9,10,,,
2162,1P14100,A,ACTIVE,Passenger Elevator (P),63,4.166666667,2000,-1,9,10,,,
2163,1P1795,A,ACTIVE,Passenger Elevator (P),63,4.166666667,1500,-1,9,10,,,
2164,1P12347,A,ACTIVE,Passenger Elevator (P),63,5,1500,-1,9,10,,,
2165,1P13338,A,ACTIVE,Passenger Elevator (P),63,5,2000,-1,9,10,,,
2166,1P1404,A,ACTIVE,Passenger Elevator (P),63,5,2500,-1,9,10,,,
2167,1P14078,A,ACTIVE,Passenger Elevator (P),63,5,1800,-1,9,10,,,
2168,1P17366,A,ACTIVE,Passenger Elevator (P),63,5,4000,-1,9,10,,,
2169,1P19652,A,ACTIVE,Passenger Elevator (P),63,5,2500,-1,9,10,,,
2170,1P11353,A,ACTIVE,Passenger Elevator (P),63,5.833333333,2000,-1,9,10,,,
2171,1P12598,A,ACTIVE,Passenger Elevator (P),63,5.833333333,2000,-1,9,10,,,
2172,1P12621,A,ACTIVE,Passenger Elevator (P),63,5.833333333,2000,-1,9,10,,,
2173,1P12622,A,ACTIVE,Passenger Elevator (P),63,5.833333333,2000,-1,9,10,,,
2174,1P12973,A,ACTIVE,Passenger Elevator (P),63,5.833333333,2250,-1,9,10,,,
2175,1P13502,A,ACTIVE,Passenger Elevator (P),63,5.833333333,2000,-1,9,10,,,
2176,1P14610,A,ACTIVE,Passenger Elevator (P),63,5.833333333,2000,-1,9,10,,,
2177,1P14793,A,ACTIVE,Passenger Elevator (P),63,5.833333333,2000,-1,9,10,,,
2178,1P14875,A,ACTIVE,Passenger Elevator (P),63,5.833333333,2000,-1,9,10,,,
2179,1P14988,A,ACTIVE,Passenger Elevator (P),63,5.833333333,,-1,9,10,,,
2180,1P15181,A,ACTIVE,Passenger Elevator (P),63,5.833333333,3000,-1,9,10,,,
2181,1P16864,A,ACTIVE,Passenger Elevator (P),63,5.833333333,1800,-1,9,10,,,
2182,1P17365,A,ACTIVE,Passenger Elevator (P),63,5.833333333,2500,-1,9,10,,,
2183,1P1746,A,ACTIVE,Passenger Elevator (P),63,5.833333333,4500,-1,9,10,,,
2184,1P17589,A,ACTIVE,Passenger Elevator (P),63,5.833333333,1500,-1,9,10,,,
2185,1P17733,A,ACTIVE,Passenger Elevator (P),63,5.833333333,2500,-1,9,10,,,
2186,1P1829,A,ACTIVE,Passenger Elevator (P),63,5.833333333,2500,-1,9,10,,,
2187,1P1889,A,ACTIVE,Passenger Elevator (P),63,5.833333333,2200,-1,9,10,,,
2188,1P19373,A,ACTIVE,Passenger Elevator (P),63,5.833333333,2000,-1,9,10,,,
2189,1P19552,A,ACTIVE,Passenger Elevator (P),63,5.833333333,3500,-1,9,10,,,
2190,1P19553,A,ACTIVE,Passenger Elevator (P),63,5.833333333,3500,-1,9,10,,,
2191,1P19571,A,ACTIVE,Passenger Elevator (P),63,5.833333333,3500,-1,9,10,,,
2192,1P19572,A,ACTIVE,Passenger Elevator (P),63,5.833333333,3500,-1,9,10,,,
2193,1P19654,A,ACTIVE,Passenger Elevator (P),63,5.833333333,2500,-1,9,10,,,
2194,1P1995,A,ACTIVE,Passenger Elevator (P),63,5.833333333,2000,-1,9,10,,,
2195,1P18396,A,ACTIVE,Passenger Elevator (P),63,7.5,2000,-1,9,10,,,
2196,1P13251,A,ACTIVE,Passenger Elevator (P),63,8.333333333,2250,-1,9,10,,,
2197,1P13252,A,ACTIVE,Passenger Elevator (P),63,8.333333333,2250,-1,9,10,,,
2198,1P15685,A,ACTIVE,Passenger Elevator (P),63,8.333333333,3000,-1,9,10,,,
2199,1P15829,A,ACTIVE,Passenger Elevator (P),63,8.333333333,2500,-1,9,10,,,
2200,1P18707,A,ACTIVE,Passenger Elevator (P),63,8.333333333,5000,-1,9,10,,,
2201,1P18708,A,ACTIVE,Passenger Elevator (P),63,8.333333333,5000,-1,9,10,,,
2202,1P20344,A,ACTIVE,Passenger Elevator (P),63,8.333333333,4500,-1,9,10,,,
2203,1P20345,A,ACTIVE,Passenger Elevator (P),63,8.333333333,4500,-1,9,10,,,
2204,1P20496,A,ACTIVE,Passenger Elevator (P),63,8.333333333,5000,-1,9,10,,,
2205,1P20932,A,ACTIVE,Passenger Elevator (P),63,8.333333333,4000,-1,9,10,,,
2206,1P14214,A,ACTIVE,Passenger Elevator (P),63,11.66666667,2500,-1,9,10,,,
2207,1P14825,A,ACTIVE,Passenger Elevator (P),63,11.66666667,2000,-1,9,10,,,
2208,1P20147,A,ACTIVE,Passenger Elevator (P),63,11.66666667,1800,-1,9,10,,,
2209,1P20148,A,ACTIVE,Passenger Elevator (P),63,11.66666667,1800,-1,9,10,,,
